p_positive,p_negative,p_neutral,sentiment,n_chunks,ticker,sector,form,filing_date,n_words,doc_hash
0.999999463558197,3.2755363577052776e-07,1.936339231178863e-07,0.9999991655349731,12,VZ,Communication Svcs,10-Q,unknown,15000,6a46ea075441f0cdd0efd2b0de200b96
0.9999992847442628,3.861342747768504e-07,3.489365099085262e-07,0.999998927116394,12,VZ,Communication Svcs,10-Q,unknown,15000,a7a30bd798f9175d272df8fd76d07818
0.9999993443489076,3.425709849125269e-07,2.281225874867232e-07,0.9999989867210388,12,VZ,Communication Svcs,10-Q,unknown,15000,a403eadfe7e3b1a890738c53c0357e57
0.999999225139618,3.224295426207391e-07,3.541578053045669e-07,0.999998927116394,12,VZ,Communication Svcs,10-Q,unknown,15000,a64e667d181226a9536824a4450f7649
0.9999992847442628,3.976839764163742e-07,3.418520861941943e-07,0.9999988675117492,12,VZ,Communication Svcs,10-Q,unknown,15000,39ff79be6b4deb83be2e6f1ccd857305
0.9999995827674866,2.406797250387172e-07,2.1815390027768447e-07,0.9999993443489076,12,VZ,Communication Svcs,10-Q,unknown,15000,5301899e07855c178fb98f6f1f7d362a
0.9999995231628418,2.627650417252881e-07,2.531827476559556e-07,0.9999992847442628,12,VZ,Communication Svcs,10-Q,unknown,15000,5743bcc3fa68f895d485b5728ef99c0f
0.9999988675117492,5.82303698593023e-07,4.374443562937813e-07,0.9999982714653016,12,VZ,Communication Svcs,10-Q,unknown,15000,6ff4dfeb5c804a875aa5a7de99be4b89
0.9999992847442628,4.618467244199565e-07,3.437048974319623e-07,0.9999988079071044,12,VZ,Communication Svcs,10-Q,unknown,15000,172d921c9644fb439852579ffb74eb64
0.9999992847442628,3.664344774279016e-07,3.603962284159934e-07,0.999998927116394,12,VZ,Communication Svcs,10-Q,unknown,15000,dd2ff263fe3b6b0b67cbd5ee2976c45c
0.9999995231628418,3.360568996413349e-07,2.016367517398976e-07,0.9999991655349731,12,VZ,Communication Svcs,10-Q,unknown,15000,f489ffad1bde2b5691edcaa0145ff703
0.9999991059303284,4.4045575009477034e-07,3.660382219550229e-07,0.9999986886978148,12,VZ,Communication Svcs,10-Q,unknown,15000,ac47f55950bd7270734112ce1f54bd71
0.5836797952651978,0.4161546230316162,0.0001656053791521,0.1675251722335815,12,VZ,Communication Svcs,8-K,unknown,15000,79e6d7df1ee8f22d759464b660ab2f43
0.9999952912330629,3.1240651878761128e-06,1.5375925386251763e-06,0.9999921917915344,12,VZ,Communication Svcs,8-K,unknown,6340,a0d27c1ac4cd36b24b73bc55d99071ac
0.9999885559082032,7.759503205306828e-06,3.6543988244375214e-06,0.9999808073043824,12,VZ,Communication Svcs,8-K,unknown,5360,2e2773e3f663e423dd2b68793107d3d8
0.9999377131462096,2.1336376448743977e-05,4.087043271283619e-05,0.99991637468338,12,VZ,Communication Svcs,8-K,unknown,7580,6a76c5942c3a0ecfdb0128fc63608b0f
0.7572466731071472,0.1665690243244171,0.0761843398213386,0.5906776189804077,12,VZ,Communication Svcs,8-K,unknown,5487,ac7077c17c1a4b88756357862e6a9781
0.9999902844429016,7.1447889240516815e-06,2.5695201202324824e-06,0.9999831318855286,12,VZ,Communication Svcs,8-K,unknown,4819,097142cf9daa065f1e960fd2294f9048
0.8804502487182617,0.0930541083216667,0.0264955591410398,0.7873961329460144,12,VZ,Communication Svcs,8-K,unknown,10825,b270a9d389097b936dbfd00ad5ce7b79
0.9999914169311525,6.73903332426562e-06,1.8839576796381152e-06,0.9999846816062928,12,VZ,Communication Svcs,8-K,unknown,6128,172db06c0c471c119e899f9314eb87ac
0.9999533295631408,3.4416152630001307e-05,1.2298908586672042e-05,0.9999189376831056,12,VZ,Communication Svcs,8-K,unknown,6363,891855ec2fab0e31b092f15b2f14c098
0.9999474883079528,1.6576612324570306e-05,3.598793045966886e-05,0.9999309182167052,12,VZ,Communication Svcs,8-K,unknown,9872,1d088001627808cdd0410c55504c5931
0.999989926815033,7.662319148948882e-06,2.3817494820832508e-06,0.9999822378158568,12,VZ,Communication Svcs,8-K,unknown,6706,617502ddbfcd4509c8015959ed887860
0.9999914765357972,6.7579753704194445e-06,1.7600377759663388e-06,0.9999847412109376,12,VZ,Communication Svcs,8-K,unknown,5961,4240cd5c55d511d4c155afe133ae3498
0.9999165534973145,2.6719257220975123e-05,5.67667702853214e-05,0.9998898506164552,12,VZ,Communication Svcs,8-K,unknown,10177,d7c3fa82851fb912bab00577ec47d890
0.9999854564666748,8.184621037798934e-06,6.445472990890266e-06,0.9999772906303406,12,VZ,Communication Svcs,8-K,unknown,9267,549317bacbb095ccef02a7ab50d2c479
0.9999294877052308,8.104775588435587e-06,6.238013884285465e-05,0.9999213814735411,12,VZ,Communication Svcs,8-K,unknown,2669,b7f170490172151c8af70d9d3b29fc1c
0.8334346413612366,0.1665631979703903,2.1199919046921423e-06,0.6668714284896851,12,VZ,Communication Svcs,8-K,unknown,6365,0d6bf80871764ea59efe0756c1e57f76
0.3598565757274627,0.5840306878089905,0.0561126917600631,-0.2241741120815277,12,VZ,Communication Svcs,8-K,unknown,15000,5afda66f89ded9c795bda7f883afe332
0.920971930027008,5.9172696637688205e-05,0.0789688527584075,0.920912742614746,12,VZ,Communication Svcs,8-K,unknown,6616,0294ce9c795bc70662bae57b2345d9e6
0.7674028277397156,0.1582176834344864,0.0743794664740562,0.6091851592063904,12,VZ,Communication Svcs,8-K,unknown,15000,84ebaf0aded776707bdcce9938d95cd4
0.9999778866767884,1.668030563450884e-05,5.4862307479197625e-06,0.9999611973762512,12,VZ,Communication Svcs,8-K,unknown,6907,9123a709032f4f6c1a5fc2f052b0aaca
0.9999924302101136,4.9996724555967376e-06,2.5346978418383515e-06,0.9999874234199524,12,VZ,Communication Svcs,8-K,unknown,6239,6cdccd9aeb7428436203569133f16cee
0.999991238117218,3.779638745982083e-06,5.077703008282697e-06,0.9999874830245972,12,VZ,Communication Svcs,8-K,unknown,15000,be90a4be80cfc6b0f20dd8712322a3e5
0.6637312769889832,0.2675952315330505,0.0686734840273857,0.3961360454559326,12,VZ,Communication Svcs,8-K,unknown,12851,658815e5403e81ee64d12312351d193a
0.9999804496765136,1.0850581929844338e-05,8.748777872824576e-06,0.9999696016311646,12,VZ,Communication Svcs,8-K,unknown,11243,f24c1efe94c10494d28f778bdaa88a51
0.7616216540336609,0.166950985789299,0.0714273080229759,0.5946706533432007,12,VZ,Communication Svcs,8-K,unknown,13475,b179570202cf9bf9aa188d9c2be9e237
0.9999926686286926,4.87407851323951e-06,2.5169049422402168e-06,0.999987781047821,12,VZ,Communication Svcs,8-K,unknown,6109,1c61da81780c8e658c001cee7fe40aea
0.9999942183494568,2.4175001271942165e-06,3.4284360026504146e-06,0.999991774559021,12,VZ,Communication Svcs,8-K,unknown,15000,ee7e819d75376aa5c935fc8e2b110a3e
0.999664306640625,2.5565257601556368e-05,0.0003101824840996,0.9996387362480164,12,VZ,Communication Svcs,8-K,unknown,7290,c760dddfa431002c934872e1e87d1f5f
0.9999927878379822,4.771505246026209e-06,2.3757022518111626e-06,0.9999880194664,12,VZ,Communication Svcs,8-K,unknown,6162,14b42c184b925d052ecc1ded947a6938
0.9999847412109376,6.635891168116359e-06,8.59965894051129e-06,0.9999781250953674,12,VZ,Communication Svcs,8-K,unknown,8762,c2944b7d38aca0ccf4a4deb3a2ecee33
0.9999938011169434,4.326439466240117e-06,1.8545619013821124e-06,0.9999894499778748,12,VZ,Communication Svcs,8-K,unknown,5786,b7f50a50258af27429932b46544ea1c7
0.9999432563781738,1.928166784637142e-05,3.749931420315989e-05,0.9999240040779114,12,VZ,Communication Svcs,8-K,unknown,7932,fdb4438439e27273c68e9a8d0c147cac
0.9999909996986388,5.057093858340522e-06,3.918672973668436e-06,0.999985933303833,12,VZ,Communication Svcs,8-K,unknown,15000,afa8c8de99b7f55f2016694148b158d4
0.999993622303009,4.194690063741291e-06,2.210666934843175e-06,0.9999894499778748,12,VZ,Communication Svcs,8-K,unknown,5910,cd38838ef2fa5e1e8f1ecfe3aec5c5a0
0.9999920725822448,5.817989858769579e-06,2.109423576257541e-06,0.9999862313270568,12,VZ,Communication Svcs,8-K,unknown,5830,14fe2b0ba61b9c981d5cbcf3124a9c59
0.9999820590019226,1.732521013764199e-05,7.103665780050505e-07,0.999964714050293,12,VZ,Communication Svcs,8-K,unknown,15000,67ee18de1f612c8d8e59518b5a24b7fb
0.6754839420318604,0.1779573559761047,0.1465587019920349,0.4975265860557556,12,VZ,Communication Svcs,8-K,unknown,15000,a49d1c6f002a139b3c8bee292e0646f4
0.9999935030937196,4.869510576099856e-06,1.7350802181681502e-06,0.999988615512848,12,VZ,Communication Svcs,8-K,unknown,6031,94f82256d356e7ad1c205aad49ca03e8
0.8339784145355225,0.1338018476963043,0.0322196930646896,0.7001765966415405,12,VZ,Communication Svcs,8-K,unknown,5185,e5347e47b18f9ca654e404f78f642596
0.9999747276306152,6.019078682584222e-06,1.9261442503193393e-05,0.9999687075614928,2,VZ,Communication Svcs,8-K,unknown,425,bcfe746461b4a492f82a6335c7b95cd3
0.9999898076057434,7.523189651692519e-06,2.6500365493120626e-06,0.9999822974205016,12,VZ,Communication Svcs,8-K,unknown,5340,63e4bdb07e33c87a97b85e37751f5b8b
0.9999988675117492,5.56204042823083e-07,5.037431378696056e-07,0.9999983310699464,12,VZ,Communication Svcs,8-K,unknown,15000,2912f7979e1d23994e2fc186ac2935ca
0.5762506723403931,0.3534605503082275,0.0702887177467346,0.2227901220321655,12,VZ,Communication Svcs,8-K,unknown,14085,b4eceafcffc6665708e20bed93723d3c
0.7591085433959961,0.2132254838943481,0.0276659969240427,0.545883059501648,12,VZ,Communication Svcs,8-K,unknown,13265,a8ed0021f9cf187b2ff8ce1ee35dd284
0.9999837875366212,1.348031310044462e-05,2.6395873646833934e-06,0.999970316886902,12,VZ,Communication Svcs,8-K,unknown,5774,b17533f01e12e8222d7d412072ef5fbc
0.9999454021453856,1.5062058992043603e-05,3.9591770473634824e-05,0.9999303221702576,12,VZ,Communication Svcs,8-K,unknown,11697,fa6fd40521b5e46e61f29ee35a31084d
0.9999942183494568,4.13669113186188e-06,1.6620832639091532e-06,0.9999901056289672,12,VZ,Communication Svcs,8-K,unknown,6031,d69c9ad52656c6cb2b636c809b027a57
0.432929128408432,0.5002909302711487,0.0667798742651939,-0.0673618018627166,12,VZ,Communication Svcs,8-K,unknown,15000,47afe93fd61b975cfc91f43bd14ba682
0.8603293299674988,0.1115361228585243,0.028134474530816,0.7487931847572327,12,VZ,Communication Svcs,8-K,unknown,4591,572f0de09ae8f72744e13e5a8fbcc4a8
0.8367178440093994,0.0800353735685348,0.0832467675209045,0.7566824555397034,12,VZ,Communication Svcs,8-K,unknown,15000,fb032d5762687cdeab3fc26ee95acc9c
0.9999887347221376,4.1784664972510654e-06,7.083257514750585e-06,0.9999845623970032,12,VZ,Communication Svcs,8-K,unknown,15000,e0a7dd7ffd8fb147133aa9ea3b7e5adc
0.9999923706054688,5.516089004231617e-06,2.1141781871847343e-06,0.9999868273735046,12,VZ,Communication Svcs,8-K,unknown,5938,74ab96513bdecff0f27b157c60223e16
0.9999902844429016,7.041111985017778e-06,2.6952377538691508e-06,0.999983251094818,12,VZ,Communication Svcs,8-K,unknown,5415,bb79c13d2c84c71a5a001fb33216e1ee
0.999990165233612,7.055932655930519e-06,2.8192944228067063e-06,0.9999831318855286,12,VZ,Communication Svcs,8-K,unknown,5307,18f7c28af4732a84aed019e7e8f76967
0.6103840470314026,0.3024771511554718,0.087138794362545,0.3079068958759308,12,VZ,Communication Svcs,8-K,unknown,13729,0acc60b059b0d90f9e7d262b6f38a6de
0.999992609024048,5.579353000939591e-06,1.9037944412048091e-06,0.999987006187439,12,VZ,Communication Svcs,8-K,unknown,5964,46c3b8bf90a367ad0c0399ae308e6263
0.5829364657402039,0.4167391061782837,0.0003244711260776,0.1661973595619201,12,VZ,Communication Svcs,8-K,unknown,13938,5306fb3fbabad7c0e2c5f06cd82efa3a
0.829008162021637,0.1709847897291183,7.038970124995103e-06,0.6580233573913574,12,VZ,Communication Svcs,8-K,unknown,15000,18bdfbe9a1bb06b853f2cc2552822551
0.5002113580703735,0.4167753458023071,0.0830132886767387,0.0834360122680664,12,VZ,Communication Svcs,8-K,unknown,15000,ab40a6c6b708a932fe306a467fd07baf
0.9999542236328124,1.874761437647976e-05,2.6981519113178365e-05,0.9999354481697084,12,VZ,Communication Svcs,8-K,unknown,7016,83815e1fb4c3188b2d637946c4f3bc3a
0.7724738717079163,0.2273274511098861,0.000198676760192,0.5451464056968689,12,VZ,Communication Svcs,8-K,unknown,15000,ea95ea90d356aba0f5c7925946b5678c
0.7109104990959167,0.0845522210001945,0.2045372724533081,0.6263582706451416,12,VZ,Communication Svcs,8-K,unknown,15000,da0ca02de8a9544fc54888597e80c50a
0.652950644493103,0.181715115904808,0.1653341501951217,0.4712355136871338,12,VZ,Communication Svcs,8-K,unknown,12944,d5dd92a9a3d79db6205b6989768caf19
0.999983012676239,1.524553863418987e-05,1.778816681508033e-06,0.9999677538871764,12,VZ,Communication Svcs,8-K,unknown,6381,86ea0e1e31700167c4448b200f64c7bd
0.6607961058616638,0.25627201795578,0.0829318612813949,0.4045240879058838,12,VZ,Communication Svcs,8-K,unknown,12977,50d2b62f020d84a65145d9abc5a34b89
0.6478086113929749,0.3507155478000641,0.001475854893215,0.2970930635929107,12,VZ,Communication Svcs,8-K,unknown,15000,f3140d9804b98cb2519e35926512531c
0.999970555305481,1.5391004126286134e-05,1.41084092319943e-05,0.9999551773071288,2,VZ,Communication Svcs,8-K,unknown,497,d5abd7c29a031a24af43d710815c9251
0.576294481754303,0.4173192977905273,0.0063861552625894,0.1589751839637756,12,VZ,Communication Svcs,8-K,unknown,13377,93beaf988495a63c6ee329465adba5fa
0.999993622303009,4.732019533548737e-06,1.7260136928598513e-06,0.9999889135360718,12,VZ,Communication Svcs,8-K,unknown,6254,04d2ed095d70fd70a7810513efeb2fe7
0.916644811630249,0.0833503231406211,4.8192973736149725e-06,0.8332945108413696,12,VZ,Communication Svcs,8-K,unknown,8050,a1bb1da4ff06b6f410597359e6b98f82
0.7138163447380066,0.084185816347599,0.201997771859169,0.6296305060386658,12,VZ,Communication Svcs,8-K,unknown,15000,65576e59880d7577c12885875af217bc
0.9999292492866516,2.604485780466348e-05,4.468878250918351e-05,0.9999032020568848,12,VZ,Communication Svcs,8-K,unknown,3374,e381e2cef9491d392f71d2586f623a22
0.999995231628418,3.0950097880122485e-06,1.6070397350631538e-06,0.9999921321868896,12,VZ,Communication Svcs,8-K,unknown,5991,b580a1afc57bc9e7c756fe821269131d
0.999986469745636,1.1093859939137474e-05,2.435599753880524e-06,0.9999753832817078,12,VZ,Communication Svcs,8-K,unknown,7253,676eb051aeee6e1dc3dbdc058d27c9a5
0.9999787211418152,1.0549895705480594e-05,1.072738814400509e-05,0.99996817111969,12,VZ,Communication Svcs,8-K,unknown,8955,a43b74c2f822039feefe55acbfa4d219
0.999981164932251,1.1182972230017184e-05,7.623416877322597e-06,0.9999699592590332,12,VZ,Communication Svcs,8-K,unknown,8929,855ac81a2c124dc4259eb4ce9c8bcb83
0.9999885559082032,5.9171029533899855e-06,5.572804639086826e-06,0.9999826550483704,12,VZ,Communication Svcs,8-K,unknown,14558,0378d5060dad18fe2f8d0fa51e18729a
0.6647844910621643,0.3352048695087433,1.0603864211589098e-05,0.329579621553421,12,VZ,Communication Svcs,8-K,unknown,15000,a0aaf1d8d164ffa99b85dcebacb2ac57
0.6636661887168884,0.2533306181430816,0.0830031856894493,0.4103355705738067,12,VZ,Communication Svcs,8-K,unknown,13164,32e3ed2fcf0bc5296d32a4f052d8ab5d
0.9999282956123352,1.910433275043033e-05,5.246309956419282e-05,0.9999091625213624,12,VZ,Communication Svcs,8-K,unknown,15000,96521968e3803298837a5f313662a11f
0.9990293979644777,2.3046595742926e-05,0.000947555527091,0.9990063309669496,12,VZ,Communication Svcs,8-K,unknown,15000,008415e7298fa0e295217828bb40a3d4
0.9999921917915344,5.219513241172535e-06,2.589895302662626e-06,0.9999869465827942,12,VZ,Communication Svcs,8-K,unknown,6100,c4fbb5312f8a9a431e3dca0f738730a4
0.5836380124092102,0.3338078260421753,0.0825541391968727,0.2498301863670349,12,VZ,Communication Svcs,8-K,unknown,13329,59d38fe5ee8f3f15efed0dcd62978097
0.6704478859901428,0.3289892971515655,0.000562806322705,0.3414585888385772,12,VZ,Communication Svcs,8-K,unknown,15000,17237b3fc82f9040e44e2eef11c06fe1
0.5041937232017517,0.4167298376560211,0.07907634973526,0.0874638855457305,12,VZ,Communication Svcs,8-K,unknown,15000,e65c7e73cade5d6da50344747d4c7f2d
0.999992311000824,3.2673513032932533e-06,4.383020950626815e-06,0.9999890327453612,12,VZ,Communication Svcs,8-K,unknown,15000,b6071a8aa9d1f0e3932729c5575b72e1
0.9999942183494568,3.8751636566303205e-06,1.963392378456774e-06,0.9999903440475464,12,VZ,Communication Svcs,8-K,unknown,5951,5aac60d6fe00f2e1bda921c417cf023e
0.999993085861206,4.78720858154702e-06,2.1105377072672127e-06,0.999988317489624,12,VZ,Communication Svcs,8-K,unknown,5942,1562299d5afd4d850f6ffabc87e18ce5
0.7569367289543152,0.167131170630455,0.0759321674704551,0.589805543422699,12,VZ,Communication Svcs,8-K,unknown,13206,78517def8927031bbe3bcabf45b9ba22
0.9999694228172302,9.654378118284512e-06,2.0846660845563747e-05,0.9999597668647766,12,VZ,Communication Svcs,8-K,unknown,1730,f7f1c44f26394be4e050b55f826099c7
0.999993860721588,4.50230936621665e-06,1.7533976688355324e-06,0.9999893307685852,12,VZ,Communication Svcs,8-K,unknown,6051,ae9535f54bb824c3ef50f090816fb48d
0.9999893307685852,6.083696916903136e-06,4.5325846258492675e-06,0.999983251094818,12,VZ,Communication Svcs,8-K,unknown,8038,2bfdb376923075eca7478b7504478eb5
0.6658824682235718,0.3341089785099029,8.563800292904489e-06,0.3317734897136688,12,VZ,Communication Svcs,8-K,unknown,15000,31bbe7d286657130bedf25528928f7a9
0.8493137359619141,0.0835068002343177,0.0671794638037681,0.7658069133758545,12,VZ,Communication Svcs,8-K,unknown,2982,5fcee6389cda6125d6428d5479dce0c7
0.9999907612800598,6.800750725233229e-06,2.4191151624108898e-06,0.9999839663505554,12,VZ,Communication Svcs,8-K,unknown,5800,2d5710a1a2f2296ba356c66c06e6ae0c
0.7260058522224426,0.2508348226547241,0.0231593642383813,0.4751710295677185,12,VZ,Communication Svcs,8-K,unknown,15000,67992b406bb073c605496155d7ff2626
0.9999865889549256,9.135264008364176e-06,4.290020115149673e-06,0.9999774694442748,8,VZ,Communication Svcs,8-K,unknown,1385,75c41e2267045f50261003b59b0f6ce5
0.9999935030937196,3.5810155623039464e-06,2.952652721432969e-06,0.999989926815033,12,CAT,Industrials,10-K,unknown,15000,18efc68fec69adda75da3a7d3ecd5305
0.9999971389770508,1.3434001857604017e-06,1.5690725376771295e-06,0.999995768070221,12,CAT,Industrials,10-K,unknown,15000,b0e33aa2466ef01c4142b0d940a53386
0.999994933605194,2.730747610257822e-06,2.3896104721643496e-06,0.9999921917915344,12,CAT,Industrials,10-K,unknown,15000,95485ac5db614d1be4b04d5e765454bb
0.9811246991157532,0.0188472755253314,2.803841925924644e-05,0.9622774124145508,12,CAT,Industrials,10-K,unknown,15000,2f3fce2a153619f6fc1b183ca77a977c
0.9999943375587464,2.3893519482953707e-06,3.2505206490895944e-06,0.9999919533729552,12,CAT,Industrials,10-K,unknown,15000,f3c433cb5aef318845868ad447ded6e4
0.9999955296516418,1.3118198012307405e-06,3.1426609439222375e-06,0.9999942183494568,12,CAT,Industrials,10-K,unknown,15000,688d16da28b9710ba2c5bcf46a53cd9c
0.9999943375587464,2.496912884453195e-06,3.090879545197822e-06,0.9999918341636658,12,CAT,Industrials,10-Q,unknown,15000,20a3709364c51327657da5d1a4d32e94
0.9999979138374328,8.68937206632836e-07,1.1589285122681758e-06,0.9999970197677612,12,CAT,Industrials,10-Q,unknown,15000,4e094b3f67593bd94034448d3b3a4f73
0.9999977946281432,7.495102067878179e-07,1.4001553836351377e-06,0.9999970197677612,12,CAT,Industrials,10-Q,unknown,15000,d5a0f6e747298833d8bd540699e71dd5
0.99999338388443,3.4669076285354095e-06,3.089448227910907e-06,0.999989926815033,12,CAT,Industrials,10-Q,unknown,15000,131784a2a49bb42c4219513f03e8ac4c
0.9999962449073792,1.5179084584815428e-06,2.1774183096567867e-06,0.9999947547912598,12,CAT,Industrials,10-Q,unknown,15000,2bec71307fc7a27d04aa03cd7663b0b4
0.999997079372406,1.1013153198291548e-06,1.847675889621314e-06,0.9999960064888,12,CAT,Industrials,10-Q,unknown,15000,613662f59d37fe8898c28453a6ff2c5e
0.9999952912330629,1.6902739616853069e-06,2.9133327643648954e-06,0.999993622303009,12,CAT,Industrials,10-Q,unknown,15000,a0eb2e5ed710d5bd2dadaaef2a44311e
0.9999942779541016,2.844482196451281e-06,2.899501851061359e-06,0.9999914169311525,12,CAT,Industrials,10-Q,unknown,15000,d3cde562a7abf8f5d498e740c8dda6e2
0.9999971985816956,9.183727343042848e-07,1.8298793520443724e-06,0.999996304512024,12,CAT,Industrials,10-Q,unknown,15000,d83c19e03b8c17b5ed2eed0223391cd8
0.9999960064888,1.5167062201726369e-06,2.4355040295631625e-06,0.9999945163726808,12,CAT,Industrials,10-Q,unknown,15000,c43eb161b9d2ba9457167e79ea95419d
0.9999969601631165,1.3161146625861877e-06,1.6753670024627354e-06,0.9999956488609314,12,CAT,Industrials,10-Q,unknown,15000,77666bf1ec62c3301056bcdd077776f2
0.9999954104423524,1.935915406647837e-06,2.6482111934456043e-06,0.9999935030937196,12,CAT,Industrials,10-Q,unknown,15000,3fb0693020ca43ada0f723b27c2cbb15
0.9999942779541016,2.60029833043518e-06,3.168681587339961e-06,0.9999916553497314,12,CAT,Industrials,10-Q,unknown,15000,6458036e263b4ae2a1ea3d876a64ed5d
0.999995768070221,1.9939677713409765e-06,2.3012780729914084e-06,0.9999938011169434,12,CAT,Industrials,10-Q,unknown,15000,3769ea64e324d45a52c5b150c82618c9
0.9999969601631165,1.3022796565564931e-06,1.8111064719050771e-06,0.9999956488609314,12,CAT,Industrials,10-Q,unknown,15000,af8742a55d0746e5f1a3f0d5d959aa12
0.9999943375587464,2.868177716663922e-06,2.7371268060960574e-06,0.9999914765357972,12,CAT,Industrials,10-Q,unknown,15000,20527965eec9d051a5d500ca633f301c
0.999997854232788,9.292295999330236e-07,1.3199306749811512e-06,0.9999969005584716,12,CAT,Industrials,10-Q,unknown,15000,25a042232c920bce01eedbdb86e53086
0.999864399433136,0.0001266545586986,8.960725608631037e-06,0.9997377395629884,12,CAT,Industrials,10-Q,unknown,15000,98acd5f66533b493764e7ebd93298df5
0.9169321656227112,3.0304536267067302e-05,0.0830375179648399,0.9169018864631652,12,CAT,Industrials,8-K,unknown,1811,220957cd5231fdd280d2f46418e005de
0.6101381182670593,0.3059321939945221,0.0839297100901603,0.3042059242725372,12,CAT,Industrials,8-K,unknown,15000,0317fae08f6b14f3daba556a9294d649
0.999833881855011,0.0001579340168973,8.146921572915744e-06,0.9996759295463562,12,CAT,Industrials,8-K,unknown,4697,3bea3bff5d99304721dbf266c45e65fd
0.5119352340698242,0.3225157856941223,0.1655489653348922,0.1894194483757019,12,CAT,Industrials,8-K,unknown,15000,0b1fdc7976e9d97417f0b50369d502c6
0.5641315579414368,0.4309974014759063,0.0048710550181567,0.1331341564655304,12,CAT,Industrials,8-K,unknown,15000,b3534b83d48cebbef698e2ad0989e785
0.9999772906303406,1.5752882973174565e-05,7.105187250999734e-06,0.99996155500412,12,CAT,Industrials,8-K,unknown,4876,49193b13255b4c9c40b6a70c953120c4
0.9999482035636902,2.9448909117490984e-05,2.2365666154655628e-05,0.9999187588691713,12,CAT,Industrials,8-K,unknown,15000,641f98d8c1cd769af832b5e85fb86ee8
0.6273600459098816,0.2655207514762878,0.1071191355586052,0.3618392944335937,12,CAT,Industrials,8-K,unknown,15000,d4203924a17da3be15c8a1ff76091947
0.9999175071716307,4.201034607831389e-05,4.053526572533883e-05,0.9998754858970642,12,CAT,Industrials,8-K,unknown,9083,6271e1336a9ca9d7ee2c40f870742239
0.9999602437019348,2.4426284653600305e-05,1.53212204168085e-05,0.9999358057975768,12,CAT,Industrials,8-K,unknown,15000,5b62a894cc88f7d6bd645cc0ad8f0b8d
0.9999685883522034,2.4317263523698784e-05,6.982053946558153e-06,0.999944269657135,12,CAT,Industrials,8-K,unknown,870,e3ec73dfcac52a0d6f689027c2a16a69
0.9999890327453612,7.734317478025332e-06,3.190623147020233e-06,0.9999812841415404,12,CAT,Industrials,8-K,unknown,15000,40b56be22ebd75842901b93ce9823b08
0.9998190999031068,9.723188122734427e-05,8.365081885131076e-05,0.999721884727478,12,CAT,Industrials,8-K,unknown,15000,0f41ae956119f405ce10512647b5b2e8
0.9998056888580322,0.0001094162944355,8.47990668262355e-05,0.9996962547302246,12,CAT,Industrials,8-K,unknown,15000,d9e450613c3d9169e25a994cda14a781
0.8904444575309753,0.0001617902162251,0.10939372330904,0.8902826905250549,12,CAT,Industrials,8-K,unknown,1751,6b3f26c75f2947863b151457c25b5c0a
0.5253655314445496,0.3106881380081177,0.1639463752508163,0.2146773934364318,12,CAT,Industrials,8-K,unknown,15000,7969dc6bb3257971f5a5fbc6611a3657
0.9999679923057556,2.4232254872913472e-05,7.664004442631267e-06,0.999943733215332,12,CAT,Industrials,8-K,unknown,888,bd23426289589511151c7055045a3703
